No.,datadate,prccd,ajexdi,conm,tic,ipo_date,price,quarter,date_diff,Identifier,Trading Volume - Monthly,Net Asset Value - Monthly,Monthly Total Return Factor,Stock Exchange Code,S&P Rating
1618,5/9/2017,20.05,1,CLOUDERA INC,CLDR,4/28/2017,20.05,2017Q2,11,CLDRApr-17,14869080,0,1,11,
1619,5/10/2017,19.99,1,CLOUDERA INC,CLDR,4/28/2017,19.99,2017Q2,12,CLDRApr-17,14869080,0,1,11,
1620,5/11/2017,19.94,1,CLOUDERA INC,CLDR,4/28/2017,19.94,2017Q2,13,CLDRApr-17,14869080,0,1,11,
1621,5/12/2017,20.8,1,CLOUDERA INC,CLDR,4/28/2017,20.8,2017Q2,14,CLDRApr-17,14869080,0,1,11,
1622,5/15/2017,21.35,1,CLOUDERA INC,CLDR,4/28/2017,21.35,2017Q2,17,CLDRApr-17,14869080,0,1,11,
1623,5/16/2017,20.97,1,CLOUDERA INC,CLDR,4/28/2017,20.97,2017Q2,18,CLDRApr-17,14869080,0,1,11,
1624,5/17/2017,20.1,1,CLOUDERA INC,CLDR,4/28/2017,20.1,2017Q2,19,CLDRApr-17,14869080,0,1,11,
1625,5/18/2017,20.11,1,CLOUDERA INC,CLDR,4/28/2017,20.11,2017Q2,20,CLDRApr-17,14869080,0,1,11,
1626,5/19/2017,20.01,1,CLOUDERA INC,CLDR,4/28/2017,20.01,2017Q2,21,CLDRApr-17,14869080,0,1,11,
1627,5/22/2017,20.91,1,CLOUDERA INC,CLDR,4/28/2017,20.91,2017Q2,24,CLDRApr-17,14869080,0,1,11,
1628,5/23/2017,21.59,1,CLOUDERA INC,CLDR,4/28/2017,21.59,2017Q2,25,CLDRApr-17,14869080,0,1,11,
1629,5/24/2017,22.55,1,CLOUDERA INC,CLDR,4/28/2017,22.55,2017Q2,26,CLDRApr-17,14869080,0,1,11,
1630,5/25/2017,22.36,1,CLOUDERA INC,CLDR,4/28/2017,22.36,2017Q2,27,CLDRApr-17,14869080,0,1,11,
1631,5/26/2017,22.29,1,CLOUDERA INC,CLDR,4/28/2017,22.29,2017Q2,28,CLDRApr-17,14869080,0,1,11,
1632,4/13/2017,13.41,1,YEXT INC,YEXT,4/13/2017,13.41,2017Q2,0,YEXTApr-17,19096460,0,1,11,
1633,4/17/2017,13.55,1,YEXT INC,YEXT,4/13/2017,13.55,2017Q2,4,YEXTApr-17,19096460,0,1,11,
1634,4/18/2017,14.01,1,YEXT INC,YEXT,4/13/2017,14.01,2017Q2,5,YEXTApr-17,19096460,0,1,11,
1635,4/19/2017,14.04,1,YEXT INC,YEXT,4/13/2017,14.04,2017Q2,6,YEXTApr-17,19096460,0,1,11,
1636,4/20/2017,13.81,1,YEXT INC,YEXT,4/13/2017,13.81,2017Q2,7,YEXTApr-17,19096460,0,1,11,
1637,4/21/2017,13.44,1,YEXT INC,YEXT,4/13/2017,13.44,2017Q2,8,YEXTApr-17,19096460,0,1,11,
1638,4/24/2017,13.74,1,YEXT INC,YEXT,4/13/2017,13.74,2017Q2,11,YEXTApr-17,19096460,0,1,11,
1639,4/25/2017,13.72,1,YEXT INC,YEXT,4/13/2017,13.72,2017Q2,12,YEXTApr-17,19096460,0,1,11,
1640,4/26/2017,13.81,1,YEXT INC,YEXT,4/13/2017,13.81,2017Q2,13,YEXTApr-17,19096460,0,1,11,
1641,4/27/2017,14.63,1,YEXT INC,YEXT,4/13/2017,14.63,2017Q2,14,YEXTApr-17,19096460,0,1,11,
1642,4/28/2017,14.84,1,YEXT INC,YEXT,4/13/2017,14.84,2017Q2,15,YEXTApr-17,19096460,0,1,11,
1643,5/1/2017,14.63,1,YEXT INC,YEXT,4/13/2017,14.63,2017Q2,18,YEXTApr-17,19096460,0,1,11,
1644,5/2/2017,14.23,1,YEXT INC,YEXT,4/13/2017,14.23,2017Q2,19,YEXTApr-17,19096460,0,1,11,
1645,5/3/2017,13.92,1,YEXT INC,YEXT,4/13/2017,13.92,2017Q2,20,YEXTApr-17,19096460,0,1,11,
1646,5/4/2017,13.83,1,YEXT INC,YEXT,4/13/2017,13.83,2017Q2,21,YEXTApr-17,19096460,0,1,11,
1647,5/5/2017,13.91,1,YEXT INC,YEXT,4/13/2017,13.91,2017Q2,22,YEXTApr-17,19096460,0,1,11,
1648,5/8/2017,13.9,1,YEXT INC,YEXT,4/13/2017,13.9,2017Q2,25,YEXTApr-17,19096460,0,1,11,
1649,5/9/2017,13.9,1,YEXT INC,YEXT,4/13/2017,13.9,2017Q2,26,YEXTApr-17,19096460,0,1,11,
1650,5/10/2017,14.03,1,YEXT INC,YEXT,4/13/2017,14.03,2017Q2,27,YEXTApr-17,19096460,0,1,11,
1651,5/11/2017,13.92,1,YEXT INC,YEXT,4/13/2017,13.92,2017Q2,28,YEXTApr-17,19096460,0,1,11,
1652,5/12/2017,13.73,1,YEXT INC,YEXT,4/13/2017,13.73,2017Q2,29,YEXTApr-17,19096460,0,1,11,
1653,4/7/2017,23.51,1,OKTA INC,OKTA,4/7/2017,23.51,2017Q2,0,OKTAApr-17,14695584,0,1,14,
1654,4/10/2017,23.25,1,OKTA INC,OKTA,4/7/2017,23.25,2017Q2,3,OKTAApr-17,14695584,0,1,14,
1655,4/11/2017,23.3,1,OKTA INC,OKTA,4/7/2017,23.3,2017Q2,4,OKTAApr-17,14695584,0,1,14,
1656,4/12/2017,23,1,OKTA INC,OKTA,4/7/2017,23,2017Q2,5,OKTAApr-17,14695584,0,1,14,
1657,4/13/2017,24.49,1,OKTA INC,OKTA,4/7/2017,24.49,2017Q2,6,OKTAApr-17,14695584,0,1,14,
1658,4/17/2017,24.47,1,OKTA INC,OKTA,4/7/2017,24.47,2017Q2,10,OKTAApr-17,14695584,0,1,14,
1659,4/18/2017,23.57,1,OKTA INC,OKTA,4/7/2017,23.57,2017Q2,11,OKTAApr-17,14695584,0,1,14,
1660,4/19/2017,23.35,1,OKTA INC,OKTA,4/7/2017,23.35,2017Q2,12,OKTAApr-17,14695584,0,1,14,
1661,4/20/2017,24.01,1,OKTA INC,OKTA,4/7/2017,24.01,2017Q2,13,OKTAApr-17,14695584,0,1,14,
1662,4/21/2017,24.29,1,OKTA INC,OKTA,4/7/2017,24.29,2017Q2,14,OKTAApr-17,14695584,0,1,14,
1663,4/24/2017,23.94,1,OKTA INC,OKTA,4/7/2017,23.94,2017Q2,17,OKTAApr-17,14695584,0,1,14,
1664,4/25/2017,24.71,1,OKTA INC,OKTA,4/7/2017,24.71,2017Q2,18,OKTAApr-17,14695584,0,1,14,
1665,4/26/2017,25.52,1,OKTA INC,OKTA,4/7/2017,25.52,2017Q2,19,OKTAApr-17,14695584,0,1,14,
1666,4/27/2017,26.32,1,OKTA INC,OKTA,4/7/2017,26.32,2017Q2,20,OKTAApr-17,14695584,0,1,14,
1667,4/28/2017,26.05,1,OKTA INC,OKTA,4/7/2017,26.05,2017Q2,21,OKTAApr-17,14695584,0,1,14,
1668,5/1/2017,25.52,1,OKTA INC,OKTA,4/7/2017,25.52,2017Q2,24,OKTAApr-17,14695584,0,1,14,
1669,5/2/2017,24.76,1,OKTA INC,OKTA,4/7/2017,24.76,2017Q2,25,OKTAApr-17,14695584,0,1,14,
1670,5/3/2017,24.975,1,OKTA INC,OKTA,4/7/2017,24.975,2017Q2,26,OKTAApr-17,14695584,0,1,14,
1671,5/4/2017,24.97,1,OKTA INC,OKTA,4/7/2017,24.97,2017Q2,27,OKTAApr-17,14695584,0,1,14,
1672,5/5/2017,25.15,1,OKTA INC,OKTA,4/7/2017,25.15,2017Q2,28,OKTAApr-17,14695584,0,1,14,
1673,5/8/2017,23.73,1,OKTA INC,OKTA,4/7/2017,23.73,2017Q2,31,OKTAApr-17,14695584,0,1,14,
1674,3/24/2017,15.5,1,ALTERYX INC,AYX,3/24/2017,15.5,2017Q1,0,AYXMar-17,11138587,0,1,11,
1675,3/27/2017,15.23,1,ALTERYX INC,AYX,3/24/2017,15.23,2017Q1,3,AYXMar-17,11138587,0,1,11,
1676,3/28/2017,14.93,1,ALTERYX INC,AYX,3/24/2017,14.93,2017Q1,4,AYXMar-17,11138587,0,1,11,
1677,3/29/2017,15.01,1,ALTERYX INC,AYX,3/24/2017,15.01,2017Q1,5,AYXMar-17,11138587,0,1,11,
1678,3/30/2017,15.03,1,ALTERYX INC,AYX,3/24/2017,15.03,2017Q1,6,AYXMar-17,11138587,0,1,11,
1679,3/31/2017,15.63,1,ALTERYX INC,AYX,3/24/2017,15.63,2017Q1,7,AYXMar-17,11138587,0,1,11,
1680,4/3/2017,16.05,1,ALTERYX INC,AYX,3/24/2017,16.05,2017Q1,10,AYXMar-17,11138587,0,1,11,
1681,4/4/2017,15.93,1,ALTERYX INC,AYX,3/24/2017,15.93,2017Q1,11,AYXMar-17,11138587,0,1,11,
1682,4/5/2017,16.12,1,ALTERYX INC,AYX,3/24/2017,16.12,2017Q1,12,AYXMar-17,11138587,0,1,11,
1683,4/6/2017,16.63,1,ALTERYX INC,AYX,3/24/2017,16.63,2017Q1,13,AYXMar-17,11138587,0,1,11,
1684,4/7/2017,16.69,1,ALTERYX INC,AYX,3/24/2017,16.69,2017Q1,14,AYXMar-17,11138587,0,1,11,
1685,4/10/2017,16.84,1,ALTERYX INC,AYX,3/24/2017,16.84,2017Q1,17,AYXMar-17,11138587,0,1,11,
1686,4/11/2017,16.85,1,ALTERYX INC,AYX,3/24/2017,16.85,2017Q1,18,AYXMar-17,11138587,0,1,11,
1687,4/12/2017,17,1,ALTERYX INC,AYX,3/24/2017,17,2017Q1,19,AYXMar-17,11138587,0,1,11,
1688,4/13/2017,17,1,ALTERYX INC,AYX,3/24/2017,17,2017Q1,20,AYXMar-17,11138587,0,1,11,
1689,4/17/2017,16.28,1,ALTERYX INC,AYX,3/24/2017,16.28,2017Q1,24,AYXMar-17,11138587,0,1,11,
1690,4/18/2017,16.34,1,ALTERYX INC,AYX,3/24/2017,16.34,2017Q1,25,AYXMar-17,11138587,0,1,11,
1691,4/19/2017,16.52,1,ALTERYX INC,AYX,3/24/2017,16.52,2017Q1,26,AYXMar-17,11138587,0,1,11,
1692,4/20/2017,15.5,1,ALTERYX INC,AYX,3/24/2017,15.5,2017Q1,27,AYXMar-17,11138587,0,1,11,
1693,4/21/2017,15.43,1,ALTERYX INC,AYX,3/24/2017,15.43,2017Q1,28,AYXMar-17,11138587,0,1,11,
1694,4/24/2017,14.8,1,ALTERYX INC,AYX,3/24/2017,14.8,2017Q1,31,AYXMar-17,11138587,0,1,11,
1695,3/17/2017,24.75,1,MULESOFT INC,MULE,3/17/2017,24.75,2017Q1,0,MULEMar-17,26618527,0,1,11,
1696,3/20/2017,23.4,1,MULESOFT INC,MULE,3/17/2017,23.4,2017Q1,3,MULEMar-17,26618527,0,1,11,
1697,3/21/2017,23.85,1,MULESOFT INC,MULE,3/17/2017,23.85,2017Q1,4,MULEMar-17,26618527,0,1,11,
1698,3/22/2017,22.68,1,MULESOFT INC,MULE,3/17/2017,22.68,2017Q1,5,MULEMar-17,26618527,0,1,11,
1699,3/23/2017,23,1,MULESOFT INC,MULE,3/17/2017,23,2017Q1,6,MULEMar-17,26618527,0,1,11,
1700,3/24/2017,22.53,1,MULESOFT INC,MULE,3/17/2017,22.53,2017Q1,7,MULEMar-17,26618527,0,1,11,
1701,3/27/2017,22.43,1,MULESOFT INC,MULE,3/17/2017,22.43,2017Q1,10,MULEMar-17,26618527,0,1,11,
1702,3/28/2017,23.24,1,MULESOFT INC,MULE,3/17/2017,23.24,2017Q1,11,MULEMar-17,26618527,0,1,11,
1703,3/29/2017,23.8,1,MULESOFT INC,MULE,3/17/2017,23.8,2017Q1,12,MULEMar-17,26618527,0,1,11,
1704,3/30/2017,23.71,1,MULESOFT INC,MULE,3/17/2017,23.71,2017Q1,13,MULEMar-17,26618527,0,1,11,
1705,3/31/2017,24.33,1,MULESOFT INC,MULE,3/17/2017,24.33,2017Q1,14,MULEMar-17,26618527,0,1,11,
1706,4/3/2017,24.58,1,MULESOFT INC,MULE,3/17/2017,24.58,2017Q1,17,MULEMar-17,26618527,0,1,11,
1707,4/4/2017,23.7,1,MULESOFT INC,MULE,3/17/2017,23.7,2017Q1,18,MULEMar-17,26618527,0,1,11,
1708,4/5/2017,24.05,1,MULESOFT INC,MULE,3/17/2017,24.05,2017Q1,19,MULEMar-17,26618527,0,1,11,
1709,4/6/2017,23.74,1,MULESOFT INC,MULE,3/17/2017,23.74,2017Q1,20,MULEMar-17,26618527,0,1,11,
1710,4/7/2017,23.3,1,MULESOFT INC,MULE,3/17/2017,23.3,2017Q1,21,MULEMar-17,26618527,0,1,11,
1711,4/10/2017,23.31,1,MULESOFT INC,MULE,3/17/2017,23.31,2017Q1,24,MULEMar-17,26618527,0,1,11,
1712,4/11/2017,22.3,1,MULESOFT INC,MULE,3/17/2017,22.3,2017Q1,25,MULEMar-17,26618527,0,1,11,
1713,4/12/2017,22.85,1,MULESOFT INC,MULE,3/17/2017,22.85,2017Q1,26,MULEMar-17,26618527,0,1,11,
1714,4/13/2017,22.2,1,MULESOFT INC,MULE,3/17/2017,22.2,2017Q1,27,MULEMar-17,26618527,0,1,11,
1715,4/17/2017,22.69,1,MULESOFT INC,MULE,3/17/2017,22.69,2017Q1,31,MULEMar-17,26618527,0,1,11,
1716,3/14/2017,8.3995,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,8.3995,2017Q1,0,AKTSMar-17,1557975,0,1,14,
1717,3/15/2017,8.2403,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,8.2403,2017Q1,1,AKTSMar-17,1557975,0,1,14,
1718,3/16/2017,7.7733,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,7.7733,2017Q1,2,AKTSMar-17,1557975,0,1,14,
1719,3/17/2017,8.5,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,8.5,2017Q1,3,AKTSMar-17,1557975,0,1,14,
1720,3/20/2017,8.25,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,8.25,2017Q1,6,AKTSMar-17,1557975,0,1,14,
1721,3/21/2017,9.2324,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,9.2324,2017Q1,7,AKTSMar-17,1557975,0,1,14,
1722,3/22/2017,9.2,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,9.2,2017Q1,8,AKTSMar-17,1557975,0,1,14,
1723,3/23/2017,9.49,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,9.49,2017Q1,9,AKTSMar-17,1557975,0,1,14,
1724,3/24/2017,10.05,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.05,2017Q1,10,AKTSMar-17,1557975,0,1,14,
1725,3/27/2017,10.7,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.7,2017Q1,13,AKTSMar-17,1557975,0,1,14,
1726,3/28/2017,12.48,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,12.48,2017Q1,14,AKTSMar-17,1557975,0,1,14,
1727,3/29/2017,13,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,13,2017Q1,15,AKTSMar-17,1557975,0,1,14,
1728,3/30/2017,12.85,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,12.85,2017Q1,16,AKTSMar-17,1557975,0,1,14,
1729,3/31/2017,12.84,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,12.84,2017Q1,17,AKTSMar-17,1557975,0,1,14,
1730,4/3/2017,11.3,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,11.3,2017Q1,20,AKTSMar-17,1557975,0,1,14,
1731,4/4/2017,10.81,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.81,2017Q1,21,AKTSMar-17,1557975,0,1,14,
1732,4/5/2017,10.07,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.07,2017Q1,22,AKTSMar-17,1557975,0,1,14,
1733,4/6/2017,10.67,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.67,2017Q1,23,AKTSMar-17,1557975,0,1,14,
1734,4/7/2017,10.4,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.4,2017Q1,24,AKTSMar-17,1557975,0,1,14,
1735,4/10/2017,10.19,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.19,2017Q1,27,AKTSMar-17,1557975,0,1,14,
1736,4/11/2017,10.9,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,10.9,2017Q1,28,AKTSMar-17,1557975,0,1,14,
1737,4/12/2017,11.86,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,11.86,2017Q1,29,AKTSMar-17,1557975,0,1,14,
1738,4/13/2017,12.39,1,AKOUSTIS TECHNOLOGIES INC,AKTS,3/14/2017,12.39,2017Q1,30,AKTSMar-17,1557975,0,1,14,
1739,3/10/2017,14.25,1,PRESIDIO INC,PSDO,3/10/2017,14.25,2017Q1,0,PSDOMar-17,14790282,0,1,14,
1740,3/13/2017,14.26,1,PRESIDIO INC,PSDO,3/10/2017,14.26,2017Q1,3,PSDOMar-17,14790282,0,1,14,
1741,3/14/2017,14.35,1,PRESIDIO INC,PSDO,3/10/2017,14.35,2017Q1,4,PSDOMar-17,14790282,0,1,14,
1742,3/15/2017,14.12,1,PRESIDIO INC,PSDO,3/10/2017,14.12,2017Q1,5,PSDOMar-17,14790282,0,1,14,
1743,3/16/2017,14.41,1,PRESIDIO INC,PSDO,3/10/2017,14.41,2017Q1,6,PSDOMar-17,14790282,0,1,14,
1744,3/17/2017,14.54,1,PRESIDIO INC,PSDO,3/10/2017,14.54,2017Q1,7,PSDOMar-17,14790282,0,1,14,
1745,3/20/2017,14.9,1,PRESIDIO INC,PSDO,3/10/2017,14.9,2017Q1,10,PSDOMar-17,14790282,0,1,14,
1746,3/21/2017,14.48,1,PRESIDIO INC,PSDO,3/10/2017,14.48,2017Q1,11,PSDOMar-17,14790282,0,1,14,
1747,3/22/2017,14.68,1,PRESIDIO INC,PSDO,3/10/2017,14.68,2017Q1,12,PSDOMar-17,14790282,0,1,14,
1748,3/23/2017,14.68,1,PRESIDIO INC,PSDO,3/10/2017,14.68,2017Q1,13,PSDOMar-17,14790282,0,1,14,
1749,3/24/2017,14.61,1,PRESIDIO INC,PSDO,3/10/2017,14.61,2017Q1,14,PSDOMar-17,14790282,0,1,14,
1750,3/27/2017,14.68,1,PRESIDIO INC,PSDO,3/10/2017,14.68,2017Q1,17,PSDOMar-17,14790282,0,1,14,
1751,3/28/2017,14.73,1,PRESIDIO INC,PSDO,3/10/2017,14.73,2017Q1,18,PSDOMar-17,14790282,0,1,14,
1752,3/29/2017,14.8,1,PRESIDIO INC,PSDO,3/10/2017,14.8,2017Q1,19,PSDOMar-17,14790282,0,1,14,
1753,3/30/2017,15.2,1,PRESIDIO INC,PSDO,3/10/2017,15.2,2017Q1,20,PSDOMar-17,14790282,0,1,14,
1754,3/31/2017,15.485,1,PRESIDIO INC,PSDO,3/10/2017,15.485,2017Q1,21,PSDOMar-17,14790282,0,1,14,
1755,4/3/2017,15.63,1,PRESIDIO INC,PSDO,3/10/2017,15.63,2017Q1,24,PSDOMar-17,14790282,0,1,14,
1756,4/4/2017,15.6,1,PRESIDIO INC,PSDO,3/10/2017,15.6,2017Q1,25,PSDOMar-17,14790282,0,1,14,
1757,4/5/2017,15.42,1,PRESIDIO INC,PSDO,3/10/2017,15.42,2017Q1,26,PSDOMar-17,14790282,0,1,14,
1758,4/6/2017,15.27,1,PRESIDIO INC,PSDO,3/10/2017,15.27,2017Q1,27,PSDOMar-17,14790282,0,1,14,
1759,4/7/2017,15.32,1,PRESIDIO INC,PSDO,3/10/2017,15.32,2017Q1,28,PSDOMar-17,14790282,0,1,14,
1760,4/10/2017,15.26,1,PRESIDIO INC,PSDO,3/10/2017,15.26,2017Q1,31,PSDOMar-17,14790282,0,1,14,
1761,12/27/2016,5.85,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,5.85,2016Q4,0,NISNDec-16,58377,0,1,14,
1762,12/28/2016,5.68,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,5.68,2016Q4,1,NISNDec-16,58377,0,1,14,
1763,12/29/2016,5.4,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,5.4,2016Q4,2,NISNDec-16,58377,0,1,14,
1764,12/30/2016,4.95,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.95,2016Q4,3,NISNDec-16,58377,0,1,14,
1765,1/3/2017,4.6771,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.6771,2016Q4,7,NISNDec-16,58377,0,1,14,
1766,1/4/2017,5.93,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,5.93,2016Q4,8,NISNDec-16,58377,0,1,14,
1767,1/5/2017,5,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,5,2016Q4,9,NISNDec-16,58377,0,1,14,
1768,1/6/2017,5.12,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,5.12,2016Q4,10,NISNDec-16,58377,0,1,14,
1769,1/9/2017,4.68,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.68,2016Q4,13,NISNDec-16,58377,0,1,14,
1770,1/10/2017,4.21,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.21,2016Q4,14,NISNDec-16,58377,0,1,14,
1771,1/11/2017,4.25,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.25,2016Q4,15,NISNDec-16,58377,0,1,14,
1772,1/12/2017,4.27,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.27,2016Q4,16,NISNDec-16,58377,0,1,14,
1773,1/13/2017,4.15,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.15,2016Q4,17,NISNDec-16,58377,0,1,14,
1774,1/17/2017,4.36,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.36,2016Q4,21,NISNDec-16,58377,0,1,14,
1775,1/18/2017,4.2,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.2,2016Q4,22,NISNDec-16,58377,0,1,14,
1776,1/19/2017,4.05,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.05,2016Q4,23,NISNDec-16,58377,0,1,14,
1777,1/20/2017,4.06,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.06,2016Q4,24,NISNDec-16,58377,0,1,14,
1778,1/23/2017,4.09,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.09,2016Q4,27,NISNDec-16,58377,0,1,14,
1779,1/24/2017,4.1774,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.1774,2016Q4,28,NISNDec-16,58377,0,1,14,
1780,1/25/2017,4.03,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.03,2016Q4,29,NISNDec-16,58377,0,1,14,
1781,1/26/2017,4.05,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,4.05,2016Q4,30,NISNDec-16,58377,0,1,14,
1782,1/27/2017,3.96,1,NISUN INT ENT DEV GRP CO LTD,NISN,12/27/2016,3.96,2016Q4,31,NISNDec-16,58377,0,1,14,
1783,12/9/2016,9.77,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,9.77,2016Q4,0,ICHRDec-16,3740860,0,1,14,
1784,12/12/2016,10.44,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.44,2016Q4,3,ICHRDec-16,3740860,0,1,14,
1785,12/13/2016,10.63,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.63,2016Q4,4,ICHRDec-16,3740860,0,1,14,
1786,12/14/2016,10.2,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.2,2016Q4,5,ICHRDec-16,3740860,0,1,14,
1787,12/15/2016,11.12,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,11.12,2016Q4,6,ICHRDec-16,3740860,0,1,14,
1788,12/16/2016,10.94,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.94,2016Q4,7,ICHRDec-16,3740860,0,1,14,
1789,12/19/2016,10.96,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.96,2016Q4,10,ICHRDec-16,3740860,0,1,14,
1790,12/20/2016,10.6,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.6,2016Q4,11,ICHRDec-16,3740860,0,1,14,
1791,12/21/2016,10.7,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.7,2016Q4,12,ICHRDec-16,3740860,0,1,14,
1792,12/22/2016,10.83,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.83,2016Q4,13,ICHRDec-16,3740860,0,1,14,
1793,12/23/2016,10.75,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.75,2016Q4,14,ICHRDec-16,3740860,0,1,14,
1794,12/27/2016,10.95,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.95,2016Q4,18,ICHRDec-16,3740860,0,1,14,
1795,12/28/2016,10.74,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.74,2016Q4,19,ICHRDec-16,3740860,0,1,14,
1796,12/29/2016,10.53,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.53,2016Q4,20,ICHRDec-16,3740860,0,1,14,
1797,12/30/2016,10.82,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,10.82,2016Q4,21,ICHRDec-16,3740860,0,1,14,
1798,1/3/2017,11.55,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,11.55,2016Q4,25,ICHRDec-16,3740860,0,1,14,
1799,1/4/2017,13.09,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,13.09,2016Q4,26,ICHRDec-16,3740860,0,1,14,
1800,1/5/2017,13.21,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,13.21,2016Q4,27,ICHRDec-16,3740860,0,1,14,
1801,1/6/2017,13.1,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,13.1,2016Q4,28,ICHRDec-16,3740860,0,1,14,
1802,1/9/2017,14,1,ICHOR HOLDINGS LTD,ICHR,12/9/2016,14,2016Q4,31,ICHRDec-16,3740860,0,1,14,
1803,11/8/2016,9.74,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.74,2016Q4,6,GDSNov-16,16257966,0,1,14,
1804,11/9/2016,9.64,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.64,2016Q4,7,GDSNov-16,16257966,0,1,14,
1805,11/10/2016,9.72,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.72,2016Q4,8,GDSNov-16,16257966,0,1,14,
1806,11/11/2016,9.65,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.65,2016Q4,9,GDSNov-16,16257966,0,1,14,
1807,11/14/2016,9.55,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.55,2016Q4,12,GDSNov-16,16257966,0,1,14,
1808,11/15/2016,9.42,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.42,2016Q4,13,GDSNov-16,16257966,0,1,14,
1809,11/16/2016,8.83,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,8.83,2016Q4,14,GDSNov-16,16257966,0,1,14,
1810,11/17/2016,8.82,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,8.82,2016Q4,15,GDSNov-16,16257966,0,1,14,
1811,11/18/2016,9.09,1,GDS HOLDINGS LIMITED,GDS,11/2/2016,9.09,2016Q4,16,GDSNov-16,16257966,0,1,14,
