No.,datadate,prccd,ajexdi,conm,tic,ipo_date,price,quarter,date_diff,Identifier,Trading Volume - Monthly,Net Asset Value - Monthly,Monthly Total Return Factor,Stock Exchange Code,S&P Rating
3988,5/24/2013,18.69,1,CHANNELADVISOR CORP,ECOM,5/23/2013,18.69,2013Q2,1,ECOMMay-13,7452516,0,1,11,
3989,5/28/2013,17.78,1,CHANNELADVISOR CORP,ECOM,5/23/2013,17.78,2013Q2,5,ECOMMay-13,7452516,0,1,11,
3990,5/29/2013,17,1,CHANNELADVISOR CORP,ECOM,5/23/2013,17,2013Q2,6,ECOMMay-13,7452516,0,1,11,
3991,5/30/2013,17.07,1,CHANNELADVISOR CORP,ECOM,5/23/2013,17.07,2013Q2,7,ECOMMay-13,7452516,0,1,11,
3992,5/31/2013,17,1,CHANNELADVISOR CORP,ECOM,5/23/2013,17,2013Q2,8,ECOMMay-13,7452516,0,1,11,
3993,6/3/2013,17.11,1,CHANNELADVISOR CORP,ECOM,5/23/2013,17.11,2013Q2,11,ECOMMay-13,7452516,0,1,11,
3994,6/4/2013,17.02,1,CHANNELADVISOR CORP,ECOM,5/23/2013,17.02,2013Q2,12,ECOMMay-13,7452516,0,1,11,
3995,6/5/2013,16.68,1,CHANNELADVISOR CORP,ECOM,5/23/2013,16.68,2013Q2,13,ECOMMay-13,7452516,0,1,11,
3996,6/6/2013,16.36,1,CHANNELADVISOR CORP,ECOM,5/23/2013,16.36,2013Q2,14,ECOMMay-13,7452516,0,1,11,
3997,6/7/2013,16.56,1,CHANNELADVISOR CORP,ECOM,5/23/2013,16.56,2013Q2,15,ECOMMay-13,7452516,0,1,11,
3998,6/10/2013,16.5,1,CHANNELADVISOR CORP,ECOM,5/23/2013,16.5,2013Q2,18,ECOMMay-13,7452516,0,1,11,
3999,6/11/2013,16.29,1,CHANNELADVISOR CORP,ECOM,5/23/2013,16.29,2013Q2,19,ECOMMay-13,7452516,0,1,11,
4000,6/12/2013,15.83,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.83,2013Q2,20,ECOMMay-13,7452516,0,1,11,
4001,6/13/2013,15.62,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.62,2013Q2,21,ECOMMay-13,7452516,0,1,11,
4002,6/14/2013,15.45,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.45,2013Q2,22,ECOMMay-13,7452516,0,1,11,
4003,6/17/2013,15.83,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.83,2013Q2,25,ECOMMay-13,7452516,0,1,11,
4004,6/18/2013,15.92,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.92,2013Q2,26,ECOMMay-13,7452516,0,1,11,
4005,6/19/2013,15.78,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.78,2013Q2,27,ECOMMay-13,7452516,0,1,11,
4006,6/20/2013,15.5,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15.5,2013Q2,28,ECOMMay-13,7452516,0,1,11,
4007,6/21/2013,15,1,CHANNELADVISOR CORP,ECOM,5/23/2013,15,2013Q2,29,ECOMMay-13,7452516,0,1,11,
4008,5/17/2013,50.75,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,50.75,2013Q2,0,DATAMay-13,14262228,0,1,11,
4009,5/20/2013,53.45,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,53.45,2013Q2,3,DATAMay-13,14262228,0,1,11,
4010,5/21/2013,53.25,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,53.25,2013Q2,4,DATAMay-13,14262228,0,1,11,
4011,5/22/2013,50.26,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,50.26,2013Q2,5,DATAMay-13,14262228,0,1,11,
4012,5/23/2013,52.92,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,52.92,2013Q2,6,DATAMay-13,14262228,0,1,11,
4013,5/24/2013,52.49,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,52.49,2013Q2,7,DATAMay-13,14262228,0,1,11,
4014,5/28/2013,50.67,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,50.67,2013Q2,11,DATAMay-13,14262228,0,1,11,
4015,5/29/2013,50.3,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,50.3,2013Q2,12,DATAMay-13,14262228,0,1,11,
4016,5/30/2013,51.11,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,51.11,2013Q2,13,DATAMay-13,14262228,0,1,11,
4017,5/31/2013,51.1,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,51.1,2013Q2,14,DATAMay-13,14262228,0,1,11,
4018,6/3/2013,50.34,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,50.34,2013Q2,17,DATAMay-13,14262228,0,1,11,
4019,6/4/2013,48.53,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,48.53,2013Q2,18,DATAMay-13,14262228,0,1,11,
4020,6/5/2013,49.61,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,49.61,2013Q2,19,DATAMay-13,14262228,0,1,11,
4021,6/6/2013,53.02,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,53.02,2013Q2,20,DATAMay-13,14262228,0,1,11,
4022,6/7/2013,56.21,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,56.21,2013Q2,21,DATAMay-13,14262228,0,1,11,
4023,6/10/2013,58.11,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,58.11,2013Q2,24,DATAMay-13,14262228,0,1,11,
4024,6/11/2013,53.05,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,53.05,2013Q2,25,DATAMay-13,14262228,0,1,11,
4025,6/12/2013,55.81,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,55.81,2013Q2,26,DATAMay-13,14262228,0,1,11,
4026,6/13/2013,56.97,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,56.97,2013Q2,27,DATAMay-13,14262228,0,1,11,
4027,6/14/2013,55.47,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,55.47,2013Q2,28,DATAMay-13,14262228,0,1,11,
4028,6/17/2013,54.88,1,TABLEAU SOFTWARE INC,DATA,5/17/2013,54.88,2013Q2,31,DATAMay-13,14262228,0,1,11,
4029,5/17/2013,23.1,1,MARKETO INC,MKTO,5/17/2013,23.1,2013Q2,0,MKTOMay-13,7863163,0,1,14,
4030,5/20/2013,24.33,1,MARKETO INC,MKTO,5/17/2013,24.33,2013Q2,3,MKTOMay-13,7863163,0,1,14,
4031,5/21/2013,24.4,1,MARKETO INC,MKTO,5/17/2013,24.4,2013Q2,4,MKTOMay-13,7863163,0,1,14,
4032,5/22/2013,24.67,1,MARKETO INC,MKTO,5/17/2013,24.67,2013Q2,5,MKTOMay-13,7863163,0,1,14,
4033,5/23/2013,24.57,1,MARKETO INC,MKTO,5/17/2013,24.57,2013Q2,6,MKTOMay-13,7863163,0,1,14,
4034,5/24/2013,25.57,1,MARKETO INC,MKTO,5/17/2013,25.57,2013Q2,7,MKTOMay-13,7863163,0,1,14,
4035,5/28/2013,25.68,1,MARKETO INC,MKTO,5/17/2013,25.68,2013Q2,11,MKTOMay-13,7863163,0,1,14,
4036,5/29/2013,24.95,1,MARKETO INC,MKTO,5/17/2013,24.95,2013Q2,12,MKTOMay-13,7863163,0,1,14,
4037,5/30/2013,24.73,1,MARKETO INC,MKTO,5/17/2013,24.73,2013Q2,13,MKTOMay-13,7863163,0,1,14,
4038,5/31/2013,23.67,1,MARKETO INC,MKTO,5/17/2013,23.67,2013Q2,14,MKTOMay-13,7863163,0,1,14,
4039,6/3/2013,24.58,1,MARKETO INC,MKTO,5/17/2013,24.58,2013Q2,17,MKTOMay-13,7863163,0,1,14,
4040,6/4/2013,22.61,1,MARKETO INC,MKTO,5/17/2013,22.61,2013Q2,18,MKTOMay-13,7863163,0,1,14,
4041,6/5/2013,21.16,1,MARKETO INC,MKTO,5/17/2013,21.16,2013Q2,19,MKTOMay-13,7863163,0,1,14,
4042,6/6/2013,20.76,1,MARKETO INC,MKTO,5/17/2013,20.76,2013Q2,20,MKTOMay-13,7863163,0,1,14,
4043,6/7/2013,19.94,1,MARKETO INC,MKTO,5/17/2013,19.94,2013Q2,21,MKTOMay-13,7863163,0,1,14,
4044,6/10/2013,22.09,1,MARKETO INC,MKTO,5/17/2013,22.09,2013Q2,24,MKTOMay-13,7863163,0,1,14,
4045,6/11/2013,21.2,1,MARKETO INC,MKTO,5/17/2013,21.2,2013Q2,25,MKTOMay-13,7863163,0,1,14,
4046,6/12/2013,21.96,1,MARKETO INC,MKTO,5/17/2013,21.96,2013Q2,26,MKTOMay-13,7863163,0,1,14,
4047,6/13/2013,19.07,1,MARKETO INC,MKTO,5/17/2013,19.07,2013Q2,27,MKTOMay-13,7863163,0,1,14,
4048,6/14/2013,18.03,1,MARKETO INC,MKTO,5/17/2013,18.03,2013Q2,28,MKTOMay-13,7863163,0,1,14,
4049,6/17/2013,17.66,1,MARKETO INC,MKTO,5/17/2013,17.66,2013Q2,31,MKTOMay-13,7863163,0,1,14,
4050,5/9/2013,11.14,1,CYAN INC,CYNI,5/9/2013,11.14,2013Q2,0,CYNIMay-13,9380039,0,1,11,
4051,5/10/2013,11.11,1,CYAN INC,CYNI,5/9/2013,11.11,2013Q2,1,CYNIMay-13,9380039,0,1,11,
4052,5/13/2013,12.38,1,CYAN INC,CYNI,5/9/2013,12.38,2013Q2,4,CYNIMay-13,9380039,0,1,11,
4053,5/14/2013,13.53,1,CYAN INC,CYNI,5/9/2013,13.53,2013Q2,5,CYNIMay-13,9380039,0,1,11,
4054,5/15/2013,13.6,1,CYAN INC,CYNI,5/9/2013,13.6,2013Q2,6,CYNIMay-13,9380039,0,1,11,
4055,5/16/2013,13.61,1,CYAN INC,CYNI,5/9/2013,13.61,2013Q2,7,CYNIMay-13,9380039,0,1,11,
4056,5/17/2013,13.8,1,CYAN INC,CYNI,5/9/2013,13.8,2013Q2,8,CYNIMay-13,9380039,0,1,11,
4057,5/20/2013,13.92,1,CYAN INC,CYNI,5/9/2013,13.92,2013Q2,11,CYNIMay-13,9380039,0,1,11,
4058,5/21/2013,13.27,1,CYAN INC,CYNI,5/9/2013,13.27,2013Q2,12,CYNIMay-13,9380039,0,1,11,
4059,5/22/2013,13.47,1,CYAN INC,CYNI,5/9/2013,13.47,2013Q2,13,CYNIMay-13,9380039,0,1,11,
4060,5/23/2013,12.46,1,CYAN INC,CYNI,5/9/2013,12.46,2013Q2,14,CYNIMay-13,9380039,0,1,11,
4061,5/24/2013,12.86,1,CYAN INC,CYNI,5/9/2013,12.86,2013Q2,15,CYNIMay-13,9380039,0,1,11,
4062,5/28/2013,12.7,1,CYAN INC,CYNI,5/9/2013,12.7,2013Q2,19,CYNIMay-13,9380039,0,1,11,
4063,5/29/2013,12.8,1,CYAN INC,CYNI,5/9/2013,12.8,2013Q2,20,CYNIMay-13,9380039,0,1,11,
4064,5/30/2013,13.2,1,CYAN INC,CYNI,5/9/2013,13.2,2013Q2,21,CYNIMay-13,9380039,0,1,11,
4065,5/31/2013,13.35,1,CYAN INC,CYNI,5/9/2013,13.35,2013Q2,22,CYNIMay-13,9380039,0,1,11,
4066,6/3/2013,13.07,1,CYAN INC,CYNI,5/9/2013,13.07,2013Q2,25,CYNIMay-13,9380039,0,1,11,
4067,6/4/2013,12.8,1,CYAN INC,CYNI,5/9/2013,12.8,2013Q2,26,CYNIMay-13,9380039,0,1,11,
4068,6/5/2013,12.6,1,CYAN INC,CYNI,5/9/2013,12.6,2013Q2,27,CYNIMay-13,9380039,0,1,11,
4069,6/6/2013,12.55,1,CYAN INC,CYNI,5/9/2013,12.55,2013Q2,28,CYNIMay-13,9380039,0,1,11,
4070,6/7/2013,12.4,1,CYAN INC,CYNI,5/9/2013,12.4,2013Q2,29,CYNIMay-13,9380039,0,1,11,
4071,5/3/2013,17.08,1,QIWI PLC,QIWI,5/3/2013,17.08,2013Q2,0,QIWIMay-13,13590947,0,1,14,
4072,5/6/2013,17,1,QIWI PLC,QIWI,5/3/2013,17,2013Q2,3,QIWIMay-13,13590947,0,1,14,
4073,5/7/2013,16.775,1,QIWI PLC,QIWI,5/3/2013,16.775,2013Q2,4,QIWIMay-13,13590947,0,1,14,
4074,5/8/2013,16.81,1,QIWI PLC,QIWI,5/3/2013,16.81,2013Q2,5,QIWIMay-13,13590947,0,1,14,
4075,5/9/2013,16.9,1,QIWI PLC,QIWI,5/3/2013,16.9,2013Q2,6,QIWIMay-13,13590947,0,1,14,
4076,5/10/2013,16.91,1,QIWI PLC,QIWI,5/3/2013,16.91,2013Q2,7,QIWIMay-13,13590947,0,1,14,
4077,5/13/2013,16.77,1,QIWI PLC,QIWI,5/3/2013,16.77,2013Q2,10,QIWIMay-13,13590947,0,1,14,
4078,5/14/2013,16.78,1,QIWI PLC,QIWI,5/3/2013,16.78,2013Q2,11,QIWIMay-13,13590947,0,1,14,
4079,5/15/2013,16.82,1,QIWI PLC,QIWI,5/3/2013,16.82,2013Q2,12,QIWIMay-13,13590947,0,1,14,
4080,5/16/2013,17,1,QIWI PLC,QIWI,5/3/2013,17,2013Q2,13,QIWIMay-13,13590947,0,1,14,
4081,5/17/2013,16.96,1,QIWI PLC,QIWI,5/3/2013,16.96,2013Q2,14,QIWIMay-13,13590947,0,1,14,
4082,5/20/2013,16.86,1,QIWI PLC,QIWI,5/3/2013,16.86,2013Q2,17,QIWIMay-13,13590947,0,1,14,
4083,5/21/2013,16.77,1,QIWI PLC,QIWI,5/3/2013,16.77,2013Q2,18,QIWIMay-13,13590947,0,1,14,
4084,5/22/2013,16.62,1,QIWI PLC,QIWI,5/3/2013,16.62,2013Q2,19,QIWIMay-13,13590947,0,1,14,
4085,5/23/2013,16.22,1,QIWI PLC,QIWI,5/3/2013,16.22,2013Q2,20,QIWIMay-13,13590947,0,1,14,
4086,5/24/2013,16.17,1,QIWI PLC,QIWI,5/3/2013,16.17,2013Q2,21,QIWIMay-13,13590947,0,1,14,
4087,5/28/2013,15.98,1,QIWI PLC,QIWI,5/3/2013,15.98,2013Q2,25,QIWIMay-13,13590947,0,1,14,
4088,5/29/2013,15.62,1,QIWI PLC,QIWI,5/3/2013,15.62,2013Q2,26,QIWIMay-13,13590947,0,1,14,
4089,5/30/2013,15.66,1,QIWI PLC,QIWI,5/3/2013,15.66,2013Q2,27,QIWIMay-13,13590947,0,1,14,
4090,5/31/2013,16.9,1,QIWI PLC,QIWI,5/3/2013,16.9,2013Q2,28,QIWIMay-13,13590947,0,1,14,
4091,6/3/2013,16.61,1,QIWI PLC,QIWI,5/3/2013,16.61,2013Q2,31,QIWIMay-13,13590947,0,1,14,
4092,4/12/2013,20.44,1,EVERTEC INC,EVTC,4/12/2013,20.44,2013Q2,0,EVTCApr-13,29265524,0,1,11,
4093,4/15/2013,20.03,1,EVERTEC INC,EVTC,4/12/2013,20.03,2013Q2,3,EVTCApr-13,29265524,0,1,11,
4094,4/16/2013,20.54,1,EVERTEC INC,EVTC,4/12/2013,20.54,2013Q2,4,EVTCApr-13,29265524,0,1,11,
4095,4/17/2013,19.79,1,EVERTEC INC,EVTC,4/12/2013,19.79,2013Q2,5,EVTCApr-13,29265524,0,1,11,
4096,4/18/2013,19.54,1,EVERTEC INC,EVTC,4/12/2013,19.54,2013Q2,6,EVTCApr-13,29265524,0,1,11,
4097,4/19/2013,20.84,1,EVERTEC INC,EVTC,4/12/2013,20.84,2013Q2,7,EVTCApr-13,29265524,0,1,11,
4098,4/22/2013,20.04,1,EVERTEC INC,EVTC,4/12/2013,20.04,2013Q2,10,EVTCApr-13,29265524,0,1,11,
4099,4/23/2013,19.96,1,EVERTEC INC,EVTC,4/12/2013,19.96,2013Q2,11,EVTCApr-13,29265524,0,1,11,
4100,4/24/2013,19.97,1,EVERTEC INC,EVTC,4/12/2013,19.97,2013Q2,12,EVTCApr-13,29265524,0,1,11,
4101,4/25/2013,19.87,1,EVERTEC INC,EVTC,4/12/2013,19.87,2013Q2,13,EVTCApr-13,29265524,0,1,11,
4102,4/26/2013,19.6,1,EVERTEC INC,EVTC,4/12/2013,19.6,2013Q2,14,EVTCApr-13,29265524,0,1,11,
4103,4/29/2013,19.94,1,EVERTEC INC,EVTC,4/12/2013,19.94,2013Q2,17,EVTCApr-13,29265524,0,1,11,
4104,4/30/2013,20.05,1,EVERTEC INC,EVTC,4/12/2013,20.05,2013Q2,18,EVTCApr-13,29265524,0,1,11,
4105,5/1/2013,20.14,1,EVERTEC INC,EVTC,4/12/2013,20.14,2013Q2,19,EVTCApr-13,29265524,0,1,11,
4106,5/2/2013,20.11,1,EVERTEC INC,EVTC,4/12/2013,20.11,2013Q2,20,EVTCApr-13,29265524,0,1,11,
4107,5/3/2013,20.55,1,EVERTEC INC,EVTC,4/12/2013,20.55,2013Q2,21,EVTCApr-13,29265524,0,1,11,
4108,5/6/2013,20.25,1,EVERTEC INC,EVTC,4/12/2013,20.25,2013Q2,24,EVTCApr-13,29265524,0,1,11,
4109,5/7/2013,20.24,1,EVERTEC INC,EVTC,4/12/2013,20.24,2013Q2,25,EVTCApr-13,29265524,0,1,11,
4110,5/8/2013,20.25,1,EVERTEC INC,EVTC,4/12/2013,20.25,2013Q2,26,EVTCApr-13,29265524,0,1,11,
4111,5/9/2013,20.16,1,EVERTEC INC,EVTC,4/12/2013,20.16,2013Q2,27,EVTCApr-13,29265524,0,1,11,
4112,5/10/2013,20.01,1,EVERTEC INC,EVTC,4/12/2013,20.01,2013Q2,28,EVTCApr-13,29265524,0,1,11,
4113,5/13/2013,19.79,1,EVERTEC INC,EVTC,4/12/2013,19.79,2013Q2,31,EVTCApr-13,29265524,0,1,11,
4114,4/12/2013,17.81,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.81,2013Q2,0,RALYApr-13,7317488,0,1,11,
4115,4/15/2013,18.1,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.1,2013Q2,3,RALYApr-13,7317488,0,1,11,
4116,4/16/2013,18.05,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.05,2013Q2,4,RALYApr-13,7317488,0,1,11,
4117,4/17/2013,18,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18,2013Q2,5,RALYApr-13,7317488,0,1,11,
4118,4/18/2013,17.16,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.16,2013Q2,6,RALYApr-13,7317488,0,1,11,
4119,4/19/2013,17.47,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.47,2013Q2,7,RALYApr-13,7317488,0,1,11,
4120,4/22/2013,17.85,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.85,2013Q2,10,RALYApr-13,7317488,0,1,11,
4121,4/23/2013,18.1,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.1,2013Q2,11,RALYApr-13,7317488,0,1,11,
4122,4/24/2013,17.89,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.89,2013Q2,12,RALYApr-13,7317488,0,1,11,
4123,4/25/2013,17.82,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.82,2013Q2,13,RALYApr-13,7317488,0,1,11,
4124,4/26/2013,17.39,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.39,2013Q2,14,RALYApr-13,7317488,0,1,11,
4125,4/29/2013,18.2,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.2,2013Q2,17,RALYApr-13,7317488,0,1,11,
4126,4/30/2013,18.13,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.13,2013Q2,18,RALYApr-13,7317488,0,1,11,
4127,5/1/2013,18.16,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.16,2013Q2,19,RALYApr-13,7317488,0,1,11,
4128,5/2/2013,17.94,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,17.94,2013Q2,20,RALYApr-13,7317488,0,1,11,
4129,5/3/2013,19.03,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,19.03,2013Q2,21,RALYApr-13,7317488,0,1,11,
4130,5/6/2013,19.32,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,19.32,2013Q2,24,RALYApr-13,7317488,0,1,11,
4131,5/7/2013,18.71,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.71,2013Q2,25,RALYApr-13,7317488,0,1,11,
4132,5/8/2013,18.42,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.42,2013Q2,26,RALYApr-13,7317488,0,1,11,
4133,5/9/2013,18.01,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.01,2013Q2,27,RALYApr-13,7317488,0,1,11,
4134,5/10/2013,18.06,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.06,2013Q2,28,RALYApr-13,7317488,0,1,11,
4135,5/13/2013,18.09,1,RALLY SOFTWARE DEV CORP,RALY,4/12/2013,18.09,2013Q2,31,RALYApr-13,7317488,0,1,11,
4136,3/22/2013,16.26,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,113.8200023,2013Q1,0,MRINMar-13,12900233,0,1,14,
4137,3/25/2013,15.87,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,111.0900022,2013Q1,3,MRINMar-13,12900233,0,1,14,
4138,3/26/2013,17.04,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,119.2800024,2013Q1,4,MRINMar-13,12900233,0,1,14,
4139,3/27/2013,16.55,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,115.8500023,2013Q1,5,MRINMar-13,12900233,0,1,14,
4140,3/28/2013,16.43,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,115.0100023,2013Q1,6,MRINMar-13,12900233,0,1,14,
4141,4/1/2013,15.99,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,111.9300022,2013Q1,10,MRINMar-13,12900233,0,1,14,
4142,4/2/2013,15.61,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,109.2700022,2013Q1,11,MRINMar-13,12900233,0,1,14,
4143,4/3/2013,14.8,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,103.6000021,2013Q1,12,MRINMar-13,12900233,0,1,14,
4144,4/4/2013,15.35,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,107.4500021,2013Q1,13,MRINMar-13,12900233,0,1,14,
4145,4/5/2013,15.12,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,105.8400021,2013Q1,14,MRINMar-13,12900233,0,1,14,
4146,4/8/2013,15.75,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,110.2500022,2013Q1,17,MRINMar-13,12900233,0,1,14,
4147,4/9/2013,15.7,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,109.9000022,2013Q1,18,MRINMar-13,12900233,0,1,14,
4148,4/10/2013,15.55,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,108.8500022,2013Q1,19,MRINMar-13,12900233,0,1,14,
4149,4/11/2013,15.44,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,108.0800022,2013Q1,20,MRINMar-13,12900233,0,1,14,
4150,4/12/2013,14.9,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,104.3000021,2013Q1,21,MRINMar-13,12900233,0,1,14,
4151,4/15/2013,14.73,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,103.1100021,2013Q1,24,MRINMar-13,12900233,0,1,14,
4152,4/16/2013,14.95,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,104.6500021,2013Q1,25,MRINMar-13,12900233,0,1,14,
4153,4/17/2013,14.89,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,104.2300021,2013Q1,26,MRINMar-13,12900233,0,1,14,
4154,4/18/2013,14.62,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,102.340002,2013Q1,27,MRINMar-13,12900233,0,1,14,
4155,4/19/2013,14.91,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,104.3700021,2013Q1,28,MRINMar-13,12900233,0,1,14,
4156,4/22/2013,14.61,0.14285714,MARIN SOFTWARE INC,MRIN,3/22/2013,102.270002,2013Q1,31,MRINMar-13,12900233,0,1,14,
4157,3/20/2013,19.98,1,MODEL N INC,MODN,3/20/2013,19.98,2013Q1,0,MODNMar-13,12780476,0,1,11,C
4158,3/21/2013,19.21,1,MODEL N INC,MODN,3/20/2013,19.21,2013Q1,1,MODNMar-13,12780476,0,1,11,C
4159,3/22/2013,18.45,1,MODEL N INC,MODN,3/20/2013,18.45,2013Q1,2,MODNMar-13,12780476,0,1,11,C
4160,3/25/2013,19.7,1,MODEL N INC,MODN,3/20/2013,19.7,2013Q1,5,MODNMar-13,12780476,0,1,11,C
4161,3/26/2013,20.06,1,MODEL N INC,MODN,3/20/2013,20.06,2013Q1,6,MODNMar-13,12780476,0,1,11,C
4162,3/27/2013,20.08,1,MODEL N INC,MODN,3/20/2013,20.08,2013Q1,7,MODNMar-13,12780476,0,1,11,C
4163,3/28/2013,19.82,1,MODEL N INC,MODN,3/20/2013,19.82,2013Q1,8,MODNMar-13,12780476,0,1,11,C
4164,4/1/2013,20.1,1,MODEL N INC,MODN,3/20/2013,20.1,2013Q1,12,MODNMar-13,12780476,0,1,11,C
4165,4/2/2013,19.23,1,MODEL N INC,MODN,3/20/2013,19.23,2013Q1,13,MODNMar-13,12780476,0,1,11,C
4166,4/3/2013,19.09,1,MODEL N INC,MODN,3/20/2013,19.09,2013Q1,14,MODNMar-13,12780476,0,1,11,C
4167,4/4/2013,19.38,1,MODEL N INC,MODN,3/20/2013,19.38,2013Q1,15,MODNMar-13,12780476,0,1,11,C
4168,4/5/2013,19.42,1,MODEL N INC,MODN,3/20/2013,19.42,2013Q1,16,MODNMar-13,12780476,0,1,11,C
4169,4/8/2013,19.5,1,MODEL N INC,MODN,3/20/2013,19.5,2013Q1,19,MODNMar-13,12780476,0,1,11,C
4170,4/9/2013,19.27,1,MODEL N INC,MODN,3/20/2013,19.27,2013Q1,20,MODNMar-13,12780476,0,1,11,C
4171,4/10/2013,19.65,1,MODEL N INC,MODN,3/20/2013,19.65,2013Q1,21,MODNMar-13,12780476,0,1,11,C
4172,4/11/2013,19.5,1,MODEL N INC,MODN,3/20/2013,19.5,2013Q1,22,MODNMar-13,12780476,0,1,11,C
4173,4/12/2013,20.54,1,MODEL N INC,MODN,3/20/2013,20.54,2013Q1,23,MODNMar-13,12780476,0,1,11,C
4174,4/15/2013,19.92,1,MODEL N INC,MODN,3/20/2013,19.92,2013Q1,26,MODNMar-13,12780476,0,1,11,C
4175,4/16/2013,20.03,1,MODEL N INC,MODN,3/20/2013,20.03,2013Q1,27,MODNMar-13,12780476,0,1,11,C
4176,4/17/2013,20.03,1,MODEL N INC,MODN,3/20/2013,20.03,2013Q1,28,MODNMar-13,12780476,0,1,11,C
4177,4/18/2013,20.17,1,MODEL N INC,MODN,3/20/2013,20.17,2013Q1,29,MODNMar-13,12780476,0,1,11,C
4178,4/19/2013,20.49,1,MODEL N INC,MODN,3/20/2013,20.49,2013Q1,30,MODNMar-13,12780476,0,1,11,C
4179,3/13/2013,22,1,SILVER SPRING NETWORKS INC,SSNI,3/13/2013,22,2013Q1,0,SSNIMar-13,8586510,0,1,11,
4180,3/14/2013,21.95,1,SILVER SPRING NETWORKS INC,SSNI,3/13/2013,21.95,2013Q1,1,SSNIMar-13,8586510,0,1,11,
4181,3/15/2013,21.3,1,SILVER SPRING NETWORKS INC,SSNI,3/13/2013,21.3,2013Q1,2,SSNIMar-13,8586510,0,1,11,
4182,3/18/2013,21.1,1,SILVER SPRING NETWORKS INC,SSNI,3/13/2013,21.1,2013Q1,5,SSNIMar-13,8586510,0,1,11,
